Sr_No,State,District,Latitude,Longitude,Grid_ID,Accident_Count,All_India_Rank
S.No,State name,District name,Lat,Long,Grid ID,TotalAccidents,Rank,Ambulance
377,MAHARASHTRA,Nashik,20.458569,74.389948,1229729,7,,
378,MAHARASHTRA,Nashik,19.805303,74.236238,1199837,7,,
379,MAHARASHTRA,Nashik,20.266432,74.082528,1221274,7,,
380,MAHARASHTRA,Nashik,20.612279,74.620513,1236429,7,,
381,MAHARASHTRA,Nashik,19.805303,73.954437,1199815,7,,
382,MAHARASHTRA,Nashik,20.586661,74.21062,1235298,7,,
383,MAHARASHTRA,Nashik,20.266432,73.480499,1221227,7,,
384,MAHARASHTRA,Nashik,19.99744,73.826345,1208956,7,,
385,MAHARASHTRA,Nashik,20.087104,74.108147,1213261,7,,
386,MAHARASHTRA,Nashik,19.99744,73.9032,1208962,7,,
387,MAHARASHTRA,Nashik,20.087104,74.466803,1213289,7,,
388,MAHARASHTRA,Nashik,19.805303,73.813536,1199804,7,21208,
389,MAHARASHTRA,Nashik,20.253623,73.621399,1220689,7,26159,
390,MAHARASHTRA,Nashik,19.85654,74.005674,1202258,7,,
391,MAHARASHTRA,Nashik,20.458569,74.172192,1229712,7,10013,
392,MAHARASHTRA,Nashik,19.984631,74.492421,1208396,6,,
393,MAHARASHTRA,Nashik,20.420142,73.787918,1227995,6,,
394,MAHARASHTRA,Nashik,19.792494,74.249047,1199241,6,,
395,MAHARASHTRA,Nashik,20.573852,74.556467,1234773,6,23924,
396,MAHARASHTRA,Nashik,20.573852,74.620513,1234778,6,,
397,MAHARASHTRA,Nashik,20.561043,74.556467,1234215,6,,
398,MAHARASHTRA,Nashik,20.561043,74.671749,1234224,6,,
399,MAHARASHTRA,Nashik,20.240814,73.851964,1220160,6,,
400,MAHARASHTRA,Nashik,20.240814,73.647017,1220144,6,,
401,MAHARASHTRA,Nashik,19.84373,74.031292,1201650,6,,
402,MAHARASHTRA,Nashik,20.074295,73.800727,1212631,6,22521,
403,MAHARASHTRA,Nashik,20.228005,73.659827,1219599,6,,
404,MAHARASHTRA,Nashik,20.240814,74.441185,1220206,6,,
405,MAHARASHTRA,Nashik,19.792494,74.05691,1199226,6,,
406,MAHARASHTRA,Nashik,20.356096,73.890391,1225180,6,,
407,MAHARASHTRA,Nashik,19.728448,73.749491,1196271,6,,
408,MAHARASHTRA,Nashik,19.830921,73.851964,1201023,6,,
409,MAHARASHTRA,Nashik,20.061486,74.300284,1212058,6,22787,
410,MAHARASHTRA,Nashik,20.189577,74.236238,1217956,6,,
411,MAHARASHTRA,Nashik,19.959013,73.506117,1207094,6,,
412,MAHARASHTRA,Nashik,20.778798,74.146574,1243281,6,,
413,MAHARASHTRA,Nashik,20.548233,74.377139,1233643,6,,
414,MAHARASHTRA,Nashik,19.946204,73.570163,1206485,6,,
415,MAHARASHTRA,Nashik,19.779685,74.069719,1198638,6,,
416,MAHARASHTRA,Nashik,20.048677,73.723872,1211400,6,,
417,MAHARASHTRA,Nashik,20.176768,74.236238,1217386,6,22626,
418,MAHARASHTRA,Nashik,19.830921,74.018483,1201036,6,,
419,MAHARASHTRA,Nashik,20.189577,73.980055,1217936,6,,
420,MAHARASHTRA,Nashik,20.30486,74.671749,1222989,6,,
421,MAHARASHTRA,Nashik,20.317669,73.877582,1223486,6,,
422,MAHARASHTRA,Nashik,20.689134,74.389948,1239638,6,,
423,MAHARASHTRA,Nashik,20.522615,74.518039,1232538,6,,
424,MAHARASHTRA,Nashik,20.30486,74.594894,1222983,6,,
425,MAHARASHTRA,Nashik,20.163959,74.018483,1216798,6,18239,
426,MAHARASHTRA,Nashik,20.522615,74.479612,1232535,6,,
427,MAHARASHTRA,Nashik,19.933394,73.813536,1205893,6,,
428,MAHARASHTRA,Nashik,19.818112,74.005674,1200421,6,,
429,MAHARASHTRA,Nashik,20.637897,74.65894,1237514,6,,
430,MAHARASHTRA,Nashik,20.023058,74.005674,1210196,6,,
431,MAHARASHTRA,Nashik,20.509806,74.466803,1231975,6,,
432,MAHARASHTRA,Nashik,19.818112,73.954437,1200417,6,,
433,MAHARASHTRA,Nashik,20.138341,74.223429,1215656,6,,
434,MAHARASHTRA,Nashik,20.625088,74.530849,1236965,6,,
435,MAHARASHTRA,Nashik,20.292051,73.45488,1222336,6,,
436,MAHARASHTRA,Nashik,20.279241,74.50523,1221861,6,,
437,MAHARASHTRA,Nashik,19.907776,74.05691,1204697,6,,
438,MAHARASHTRA,Nashik,20.612279,74.633322,1236430,6,,
439,MAHARASHTRA,Nashik,20.625088,74.646131,1236974,6,,
440,MAHARASHTRA,Nashik,20.75318,74.287475,1242255,6,,
441,MAHARASHTRA,Nashik,19.907776,73.839155,1204680,6,,
442,MAHARASHTRA,Nashik,20.471379,74.415566,1230292,6,,
443,MAHARASHTRA,Nashik,20.112722,74.556467,1214493,6,,
444,MAHARASHTRA,Nashik,20.612279,74.197811,1236396,6,,
445,MAHARASHTRA,Nashik,20.112722,74.120956,1214459,6,,
446,MAHARASHTRA,Nashik,19.894967,73.91601,1204074,6,,
447,MAHARASHTRA,Nashik,20.484188,73.928819,1230814,6,,
448,MAHARASHTRA,Nashik,20.112722,73.813536,1214435,6,,
449,MAHARASHTRA,Nashik,20.010249,73.992864,1209582,6,,
450,MAHARASHTRA,Nashik,20.112722,73.467689,1214408,6,14553,
451,MAHARASHTRA,Nashik,19.70283,74.146574,1195129,6,,
452,MAHARASHTRA,Nashik,20.458569,74.197811,1229714,6,,
453,MAHARASHTRA,Nashik,20.586661,74.492421,1235320,6,,
454,MAHARASHTRA,Nashik,20.44576,74.172192,1229150,6,,
455,MAHARASHTRA,Nashik,19.99744,73.928819,1208964,6,,
456,MAHARASHTRA,Nashik,19.99744,73.877582,1208960,6,,
457,MAHARASHTRA,Nashik,20.253623,74.351521,1220746,6,,
458,MAHARASHTRA,Nashik,20.44576,73.7623,1229118,6,,
459,MAHARASHTRA,Nashik,20.496997,74.031292,1231382,6,,
460,MAHARASHTRA,Nashik,20.125532,73.813536,1215031,6,,
461,MAHARASHTRA,Nashik,19.741257,73.7623,1196857,6,24381,
462,MAHARASHTRA,Nashik,20.407333,74.351521,1227477,5,,
463,MAHARASHTRA,Nashik,20.074295,74.274666,1212668,5,,
464,MAHARASHTRA,Nashik,20.420142,73.9032,1228004,5,,
465,MAHARASHTRA,Nashik,19.984631,73.851964,1208346,5,,
466,MAHARASHTRA,Nashik,20.394524,74.159383,1226899,5,,
467,MAHARASHTRA,Nashik,19.84373,74.108147,1201656,5,,
468,MAHARASHTRA,Nashik,20.074295,74.05691,1212651,5,,
469,MAHARASHTRA,Nashik,20.074295,73.672636,1212621,5,,
470,MAHARASHTRA,Nashik,20.074295,73.775109,1212629,5,,
471,MAHARASHTRA,Nashik,19.984631,73.442071,1208314,5,,
472,MAHARASHTRA,Nashik,20.074295,73.634208,1212618,5,,
473,MAHARASHTRA,Nashik,20.573852,74.236238,1234748,5,,
474,MAHARASHTRA,Nashik,20.420142,74.492421,1228050,5,,
475,MAHARASHTRA,Nashik,20.561043,74.197811,1234187,5,,
476,MAHARASHTRA,Nashik,19.84373,73.967246,1201645,5,,
477,MAHARASHTRA,Nashik,20.061486,74.313093,1212059,5,,
478,MAHARASHTRA,Nashik,20.561043,74.325902,1234197,5,,
479,MAHARASHTRA,Nashik,20.061486,74.338711,1212061,5,,
480,MAHARASHTRA,Nashik,20.215196,74.172192,1219085,5,,
481,MAHARASHTRA,Nashik,19.971822,73.493308,1207706,5,,
482,MAHARASHTRA,Nashik,19.728448,73.672636,1196265,5,,
483,MAHARASHTRA,Nashik,20.343287,74.825459,1224688,5,,
484,MAHARASHTRA,Nashik,20.202387,73.954437,1218504,5,,
485,MAHARASHTRA,Nashik,20.215196,73.672636,1219046,5,,
486,MAHARASHTRA,Nashik,19.792494,73.787918,1199205,5,,
487,MAHARASHTRA,Nashik,20.048677,73.967246,1211419,5,,
488,MAHARASHTRA,Nashik,19.830921,73.864773,1201024,5,19863,
489,MAHARASHTRA,Nashik,20.561043,74.50523,1234211,5,,
490,MAHARASHTRA,Nashik,20.548233,74.197811,1233629,5,,
491,MAHARASHTRA,Nashik,19.830921,74.338711,1201061,5,,
492,MAHARASHTRA,Nashik,20.202387,74.031292,1218510,5,,
493,MAHARASHTRA,Nashik,19.830921,74.172192,1201048,5,,
494,MAHARASHTRA,Nashik,20.330478,73.967246,1224056,5,,
495,MAHARASHTRA,Nashik,19.690021,73.531735,1194499,5,,
496,MAHARASHTRA,Nashik,19.792494,73.557353,1199187,5,,
497,MAHARASHTRA,Nashik,20.317669,74.671749,1223548,5,,
498,MAHARASHTRA,Nashik,20.535424,74.748604,1233114,5,,
499,MAHARASHTRA,Nashik,19.830921,74.108147,1201043,5,,
500,MAHARASHTRA,Nashik,19.830921,74.005674,1201035,5,,
